Player,Tm,FantPos,Age,G,GS,Passing Cmp,Passing Att,Passing Yds,Passing TD,Passing Int,Rushing Att,Rushing Yds,Yards per Rushing Attempt,Rushing TD,Tgt,Rec,Receiving Yds,Yards per Reception,Receiving TD,Fmb,FL,Total TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank,Year
Javarris Williams,KAN,RB,23,4,0,0,0,0,0,0,6,6,1.00,0,1,0,0,0,0,0,0,0,0,0,1,0.6,0.6,0.6,0,154,,2009
Troy Williamson,JAX,WR,26,2,1,0,0,0,0,0,0,0,0,0,4,3,34,11.33,0,1,1,0,0,0,1,4.4,5.4,2.9,0,162,,2009
Jake Allen,2TM,WR,24,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,,2009
B.J. Askew,TAM,FB,29,5,2,0,0,0,0,0,1,0,0.00,0,2,2,3,1.50,0,0,0,0,0,0,0,2.3,2.3,1.3,0,159,,2009
Brock Bolen,JAX,RB,24,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,,2009
Colin Cloherty,IND,TE,22,1,0,0,0,0,0,0,0,0,0,0,1,1,2,2.00,0,0,0,0,0,0,0,1.2,1.2,0.7,0,98,,2009
Andre Coleman,SDG,TE,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,2009
Biren Ealy,GNB,WR,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,,2009
Dominique Edison,TEN,WR,23,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,,2009
Tony Fiammetta,CAR,FB,23,10,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,,2009
Matt Flynn,GNB,QB,24,15,0,7,12,58,0,1,5,-5,-1.00,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,0.8,0.8,0,72,,2009
Eric Fowler,DET,WR,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,,2009
Sam Giguere,IND,WR,24,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,,2009
Anthony Gonzalez,IND,WR,25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,,2009
Dan Gronkowski,DET,TE,24,2,0,0,0,0,0,0,0,0,0,0,3,1,4,4.00,0,0,0,0,0,0,0,1.4,1.4,0.9,0,95,,2009
Rex Grossman,HOU,QB,29,1,0,3,9,33,0,1,3,9,3.00,0,0,0,0,0,0,1,0,0,0,0,0,0.2,1.2,1.2,0,66,,2009
Matt Gutierrez,KAN,QB,25,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0,67,,2009
Justin Harper,BAL,WR,24,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,,2009
Mike Hass,SEA,WR,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,,2009
Chris Henry,TEN,RB,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,,2009
Darius Hill,CIN,TE,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,,2009
Nathan Hodel,DET,TE,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,,2009
Jonathan Holland,OAK,WR,24,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,,2009
Kareem Huggins,TAM,RB,23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,,2009
Juaquin Iglesias,CHI,WR,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,,2009
Justin Jenkins,BUF,WR,29,12,0,0,0,0,0,0,1,-3,-3.00,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,-0.3,-0.3,0,202,,2009
Adam Jennings,DET,WR,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,,2009
Quinn Johnson,GNB,RB,23,9,0,0,0,0,0,0,0,0,0,0,4,2,4,2.00,0,0,0,0,0,0,0,2.4,2.4,1.4,0,157,,2009
Nate Jones,STL,WR,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,,2009
Spencer Larsen,DEN,FB,25,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,,2009
Matt Lawrence,BAL,RB,24,8,0,0,0,0,0,0,4,0,0.00,0,1,1,4,4.00,0,0,0,0,0,0,0,1.4,1.4,0.9,0,158,,2009
J.P. Losman,OAK,QB,28,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,,2009
Elbert Mack,TAM,WR,23,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,,2009
Marcus Mailei,NOR,RB,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,,2009
Glenn Martinez,HOU,WR,28,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,,2009
Chris Massey,STL,RB,30,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,,2009
Michael Matthews,2TM,TE,26,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,,2009
Josh McCown,CAR,QB,30,1,0,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0,69,,2009
Luke McCown,JAX,QB,28,3,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0,68,,2009
Shaun McDonald,PIT,WR,28,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,,2009
Kenny McKinley,DEN,WR,22,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,,2009
Sean Morey,ARI,WR,33,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,,2009
Cameron Morrah,SEA,TE,22,3,0,0,0,0,0,0,0,0,0,0,1,1,3,3.00,0,0,0,0,0,0,0,1.3,1.3,0.8,0,96,,2009
Matthew Mulligan,NYJ,TE,24,5,1,0,0,0,0,0,0,0,0,0,1,1,2,2.00,0,0,0,0,0,0,0,1.2,1.2,0.7,0,99,,2009
Jordan Norwood,PHI,WR,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,,2009
Oren O'Neal,OAK,FB,26,4,0,0,0,0,0,0,1,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,,2009
Buck Ortega,NOR,TE,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,,2009
Montell Owens,JAX,RB,25,16,0,0,0,0,0,0,2,1,0.50,0,1,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0,161,,2009
Cedric Peerman,DET,RB,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,,2009
Zach Potter,JAX,TE,23,1,1,0,0,0,0,0,0,0,0,0,1,1,3,3.00,0,0,0,0,0,0,0,1.3,1.3,0.8,0,97,,2009
Chris Pressley,TAM,RB,23,7,3,0,0,0,0,0,1,0,0.00,0,1,1,2,2.00,0,0,0,0,0,0,0,1.2,1.2,0.7,0,160,,2009
Maurice Purify,CIN,WR,23,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,,2009
Richard Quinn,DEN,TE,23,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,,2009
Isaac Redman,PIT,RB,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,,2009
Jeff Robinson,SEA,TE,39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,,2009
Jerome Simpson,CIN,WR,23,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,,2009
Jim Sorgi,IND,QB,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,,2009
Derek Stanley,STL,WR,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,,2009
Craig Stevens,TEN,TE,25,12,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,,2009
Brad St. Louis,CIN,TE,33,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,,2009
Frank Summers,PIT,RB,24,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,,2009
Brett Swain,GNB,WR,24,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,,2009
Patrick Turner,MIA,WR,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,,2009
Robert Turner,NYJ,TE,25,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,,2009
David Tyree,BAL,WR,29,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,,2009
Tiquan Underwood,JAX,WR,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,,2009
Javon Walker,OAK,WR,31,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,200,,2009
Chauncey Washington,DAL,RB,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,,2009
Matt Willis,DEN,WR,25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,,2009
Keith Zinger,ATL,TE,25,15,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,,2009
J.T. O'Sullivan,CIN,QB,30,3,0,4,11,40,0,0,3,12,4.00,0,0,0,0,0,0,2,2,0,0,0,-1,-1.2,0.8,-1.2,0,73,,2009
Clifton Smith,TAM,RB,24,11,0,0,0,0,0,0,4,7,1.75,0,5,2,4,2.00,0,3,1,0,0,0,-1,1.1,2.1,0.1,0,174,,2009
Jeff Garcia,PHI,QB,39,1,0,0,0,0,0,0,3,-2,-0.67,0,0,0,0,0,0,1,1,0,0,0,-2,-2.2,-1.2,-2.2,0,75,,2009
Caleb Hanie,CHI,QB,24,2,0,3,7,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-1.6,-0.6,-0.6,0,74,,2009
Alvin Pearman,TEN,RB,27,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,-2,-2.0,-1.0,-2.0,0,175,,2009
Darius Reynaud,MIN,WR,25,11,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,1,0,0,0,-2,-2.0,-1.0,-2.0,0,203,,2009
Chris Simms,DEN,QB,29,3,1,5,17,23,0,1,3,-4,-1.33,0,0,0,0,0,0,1,1,0,0,0,-3,-3.5,-1.5,-2.5,0,76,,2009
Stefan Logan,PIT,RB,28,16,1,0,0,0,0,0,0,0,0,0,1,1,5,5.00,0,3,2,0,0,0,-4,-2.5,-0.5,-3.0,0,176,,2009
Curtis Painter,IND,QB,24,2,0,8,28,83,0,2,3,4,1.33,0,0,0,0,0,0,2,2,0,0,0,-4,-4.3,-0.3,-2.3,0,77,,2009
